customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,unlimited_data,churn
7609,37,36.87010289402437,5373.19586741046,One year,Electronic check,No,Female,0,No,Yes,No,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,0
7610,4,21.637690647847833,477.0036712319701,One year,Bank transfer,No,Female,1,No,No,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,No,0
7611,18,104.33026752039908,2725.121065866485,Two year,Credit card,Yes,Female,0,No,Yes,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Yes,0
7612,66,77.82538453367187,2313.624294004948,Two year,Credit card,Yes,Male,1,Yes,No,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Yes,0
7613,48,109.16660355357584,6036.202362343974,Month-to-month,Mailed check,No,Female,0,No,No,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,No internet service,1
7614,33,68.4588083197618,1257.3384977544686,Two year,Mailed check,Yes,Female,0,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No internet service,0
7615,58,112.6481100711403,7531.4284225681395,Month-to-month,Electronic check,No,Female,1,No,Yes,No,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,1
7616,28,55.39717479788638,1447.0970351567241,One year,Credit card,Yes,Male,1,No,Yes,No,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Yes,0
7617,35,92.45220023342928,3023.2161761020543,Two year,Bank transfer,No,Female,0,Yes,No,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,No internet service,0
7618,10,50.09865092617835,1677.6315281690686,Month-to-month,Electronic check,No,Male,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Yes,1
7619,65,20.116366432797843,2364.9137534295155,Month-to-month,Credit card,No,Male,1,Yes,No,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Yes,0
7620,42,57.974453454895674,6112.095135278187,Month-to-month,Electronic check,No,Female,1,No,Yes,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No,0
7621,9,93.77655131092388,3863.597278033044,Month-to-month,Bank transfer,No,Male,0,No,Yes,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,No,1
7622,60,35.00241794465139,1384.348166750975,One year,Credit card,Yes,Male,0,Yes,Yes,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,No,0
7623,15,70.4802033207393,468.4155412921324,Two year,Bank transfer,Yes,Female,0,Yes,No,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,No,0
7624,57,41.232148485071505,1916.3381393451727,Month-to-month,Credit card,No,Male,1,Yes,No,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Yes,0
7625,69,27.462412141910292,7570.261950355565,Two year,Credit card,Yes,Female,1,Yes,No,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,0
7626,22,81.74519819443162,6778.002310685463,Two year,Bank transfer,Yes,Female,1,No,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,No internet service,0
7627,64,115.1967622303403,3577.3723557996686,One year,Mailed check,No,Female,1,No,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Yes,0
7628,41,51.07042187179171,3907.7622533732656,Two year,Bank transfer,Yes,Female,1,Yes,Yes,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,No,0
7629,71,78.06458003599504,7204.99250109406,One year,Bank transfer,Yes,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No internet service,No,0
7630,56,115.36033677507945,4771.628520768309,One year,Electronic check,No,Male,0,No,Yes,No,Yes,No,No internet service,No,No internet service,No,Yes,No,No internet service,0
7631,23,85.04833499946875,7058.059814675231,Month-to-month,Bank transfer,Yes,Male,0,No,No,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,No internet service,1
7632,25,87.31133023099542,3985.5289243834904,One year,Bank transfer,No,Female,1,Yes,No,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,No,0
7633,6,37.89285115608359,1680.771191038725,Month-to-month,Electronic check,No,Female,0,No,No,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,No,1
7634,34,69.26096788528267,5834.823141543657,One year,Mailed check,Yes,Male,0,No,No,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,No,0
7635,63,56.708274708724666,4258.507224674199,One year,Bank transfer,No,Female,0,No,No,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No,Yes,0
7636,9,67.095685239103,5380.6726817509025,Two year,Electronic check,Yes,Female,1,No,No,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,No internet service,0
7637,60,100.08265764418772,1342.1242419260075,Month-to-month,Mailed check,No,Male,1,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Yes,1
7638,49,66.06989877460984,5216.0542351596705,Two year,Mailed check,No,Male,0,No,Yes,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No internet service,No,0
7639,51,26.285067825783507,3119.831464500452,One year,Bank transfer,No,Female,0,Yes,No,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Yes,0
7640,60,110.5541661150863,2722.7822472084476,Month-to-month,Mailed check,No,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,No,0
7641,70,74.48158874519706,5404.656774473557,One year,Bank transfer,Yes,Female,0,Yes,Yes,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Yes,0
7642,37,112.4494358530292,4778.688994761557,One year,Mailed check,Yes,Male,1,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,No internet service,0
7643,31,77.23545120276245,5227.948688599965,Two year,Mailed check,Yes,Female,0,No,No,No,Yes,No,No internet service,No internet service,Yes,No,No,No,Yes,0
7644,41,26.96363159750606,7726.131207428781,Month-to-month,Mailed check,Yes,Male,1,No,Yes,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,0
7645,62,75.28693935257712,5639.452109598401,Month-to-month,Bank transfer,Yes,Male,0,Yes,No,Yes,No phone service,DSL,Yes,No internet service,No,No,No,Yes,No internet service,0
7646,58,77.57389324926805,5163.101801955835,Month-to-month,Mailed check,Yes,Male,1,No,Yes,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,No,0
7647,14,41.43398793429756,4947.069030547094,One year,Credit card,No,Female,1,No,Yes,No,No phone service,No,Yes,No,No,No,No,No,Yes,0
7648,36,67.10290841043766,3249.84256989454,Month-to-month,Electronic check,Yes,Male,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,No internet service,0
7649,36,65.94415118736514,6729.614360023234,One year,Electronic check,Yes,Male,0,Yes,Yes,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No,No,0
7650,8,82.28761490206037,3109.414959795114,One year,Credit card,Yes,Male,1,No,Yes,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,No,0
7651,26,45.961409867392035,5631.924711171938,One year,Mailed check,Yes,Female,1,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No internet service,No internet service,0
7652,36,78.17484179481937,2415.8347932458705,Month-to-month,Credit card,Yes,Male,0,No,No,No,No,DSL,Yes,No,No,Yes,Yes,Yes,No internet service,0
7653,48,44.095204263694285,1267.2758899536682,Two year,Bank transfer,Yes,Female,0,No,Yes,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No,No internet service,0
7654,28,64.64452722039067,1125.1301276541694,One year,Electronic check,Yes,Female,1,Yes,Yes,No,No phone service,No,No internet service,No,No,No,Yes,No,Yes,0
7655,68,32.2705699337307,5113.014967857308,Two year,Mailed check,Yes,Female,1,No,Yes,No,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Yes,0
7656,62,23.730054786147818,2690.843950788763,Month-to-month,Electronic check,No,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,No,0
7657,51,52.05873059917339,2272.889379879909,Month-to-month,Credit card,Yes,Male,0,Yes,No,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,Yes,Yes,0
7658,42,47.45717506497415,4777.268701916093,Month-to-month,Credit card,No,Female,1,No,Yes,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No,No,0
7659,29,60.69359120313467,302.791060277465,Month-to-month,Electronic check,Yes,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,No,0
7660,10,116.19826200003398,2045.1826506789284,Month-to-month,Electronic check,Yes,Female,0,No,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,1
7661,39,72.22292947703284,2790.323554004992,Two year,Electronic check,Yes,Female,1,No,No,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,No internet service,0
7662,1,75.31767061367566,5696.151365796864,Month-to-month,Electronic check,Yes,Female,0,No,No,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,No internet service,1
7663,39,114.16010387873742,4405.509852593629,Month-to-month,Credit card,Yes,Female,1,No,Yes,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No,No internet service,0
7664,21,112.1147137591833,6862.310075298951,Month-to-month,Mailed check,Yes,Male,0,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No,Yes,Yes,No,0
7665,65,108.41119539004178,2742.6002676882044,Month-to-month,Electronic check,Yes,Male,0,Yes,No,No,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Yes,1
7666,15,29.799474202971304,2441.8838389757834,Month-to-month,Mailed check,Yes,Male,0,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No internet service,0
7667,4,83.42974105203304,362.2595276635831,One year,Electronic check,No,Male,0,Yes,No,No,No,No,Yes,No,No internet service,No,No,No,No internet service,0
7668,60,100.80989804935118,7618.56667504299,One year,Bank transfer,No,Female,0,Yes,No,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,Yes,0
7669,61,103.55746895770949,4061.78795652104,Two year,Mailed check,No,Female,0,Yes,Yes,No,No,No,No internet service,No,No,Yes,Yes,Yes,Yes,0
7670,20,77.79071425018961,4069.938926081138,Month-to-month,Bank transfer,Yes,Male,1,No,Yes,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,No,0
7671,10,21.74955474861691,7395.145548230226,Two year,Credit card,Yes,Female,0,Yes,Yes,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Yes,0
7672,34,117.3712901641735,2390.3540638357804,Two year,Bank transfer,Yes,Male,1,No,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Yes,0
7673,48,67.21967027581215,2723.638427361392,Month-to-month,Credit card,No,Female,0,No,Yes,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,0
7674,33,59.359589527359816,5285.14678572163,Month-to-month,Electronic check,No,Female,0,Yes,No,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Yes,0
7675,61,59.494871367726304,6302.890043705215,One year,Credit card,Yes,Male,0,No,Yes,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No internet service,No,No,0
7676,10,62.415088005826654,5624.5547309166805,Month-to-month,Electronic check,No,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Yes,1
7677,54,44.2180718172753,6330.874431925998,One year,Electronic check,No,Female,0,No,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No,No,0
7678,65,52.73336257498298,4643.353510395717,Two year,Electronic check,Yes,Male,0,No,Yes,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Yes,0
7679,1,118.53576097747391,6916.305513421668,Two year,Credit card,No,Male,1,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,No,1
7680,5,56.81680002560942,4445.843167546394,One year,Electronic check,No,Male,1,Yes,No,No,Yes,DSL,No,No,No internet service,No internet service,No,Yes,No,0
7681,15,72.67250164737891,1911.7909552845517,One year,Bank transfer,Yes,Female,0,Yes,No,No,No,DSL,No,No internet service,Yes,No internet service,No,Yes,No,0
7682,28,104.82942659752185,4379.438741339084,Month-to-month,Bank transfer,No,Female,1,No,No,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,No internet service,1
7683,23,72.74278111088634,5732.263012739942,One year,Electronic check,Yes,Female,0,No,Yes,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No,Yes,0
7684,17,52.44534216181676,5263.2451813778,One year,Electronic check,Yes,Male,1,Yes,No,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,No,0
7685,13,72.37509769185301,2019.832427468813,Month-to-month,Mailed check,No,Female,1,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No internet service,Yes,0
7686,14,31.408631043909743,424.5180012325364,Two year,Credit card,Yes,Male,0,No,No,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,No,0
7687,11,33.00069552327699,2094.598007085737,One year,Mailed check,No,Female,1,No,Yes,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,No,0
7688,28,89.41075322306689,7873.932362904385,Month-to-month,Bank transfer,No,Female,0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,0
7689,42,111.74606572597457,1557.2832990845488,Month-to-month,Credit card,Yes,Female,0,No,No,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,No,0
7690,61,92.56781334885183,3768.536892078059,One year,Bank transfer,No,Male,1,Yes,Yes,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,No,0
7691,64,27.46132406573572,5142.931814924724,Two year,Credit card,Yes,Female,0,Yes,No,No,No,No,No internet service,No,Yes,No,No,Yes,No internet service,0
7692,31,60.28956110310057,7047.838161891384,Month-to-month,Credit card,No,Female,1,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,No internet service,0
7693,10,20.255358826806372,6106.04323648864,One year,Credit card,Yes,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,No internet service,0
7694,8,71.12067433256328,7280.729533928764,Two year,Bank transfer,Yes,Female,1,Yes,No,No,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,No internet service,0
7695,21,39.320448488185136,4874.631179270033,One year,Electronic check,Yes,Female,1,No,Yes,No,Yes,No,No internet service,No,Yes,No,No,No internet service,Yes,0
7696,59,106.81466487286566,6936.018584209697,Month-to-month,Bank transfer,Yes,Female,1,No,No,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No,Yes,0
7697,50,30.43350528690824,2184.3596773997547,Month-to-month,Credit card,Yes,Male,0,No,Yes,No,No,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,0
7698,69,20.14333986470304,3501.462253141931,Month-to-month,Bank transfer,Yes,Female,1,No,No,No,No phone service,No,No,No,Yes,No internet service,Yes,No,No,0
7699,70,65.11460431137604,6765.802547359268,One year,Bank transfer,Yes,Female,1,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,No internet service,0
7700,30,35.54333039257392,2671.9529754450505,Month-to-month,Mailed check,Yes,Male,0,Yes,No,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,0
7701,17,93.79863822751616,6982.65493948332,One year,Credit card,No,Male,1,No,No,Yes,Yes,DSL,No,No,No,No internet service,No,No,No internet service,0
7702,20,111.9934731781395,2968.6090363178714,Two year,Bank transfer,No,Female,1,No,Yes,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,No,0
7703,48,24.193801430256716,2970.818159414405,Two year,Credit card,No,Male,0,Yes,Yes,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,No internet service,0
7704,2,59.55821119160967,2541.3600268500413,Two year,Bank transfer,No,Female,1,No,No,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,No internet service,0
7705,37,119.68149760709497,4420.850360736792,Two year,Mailed check,No,Male,1,Yes,Yes,No,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,No internet service,0
7706,1,93.26719700006686,1119.6430372998875,Month-to-month,Bank transfer,No,Female,0,No,No,No,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Yes,1
7707,4,115.31876437058071,389.1609495993521,Month-to-month,Electronic check,No,Male,0,No,Yes,No,Yes,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Yes,1
7708,54,36.40832852161556,7189.562541770826,One year,Credit card,No,Male,0,Yes,Yes,No,No phone service,DSL,No,No,Yes,No internet service,No,Yes,No,0
7709,25,42.13685594919535,7438.612211132956,Two year,Mailed check,Yes,Female,1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,0
7710,3,35.48112405968259,701.7482289462067,Two year,Bank transfer,No,Male,0,No,Yes,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Yes,0
7711,9,50.236903377593826,4442.610684195792,One year,Mailed check,No,Male,0,Yes,No,No,No phone service,No,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,0
7712,34,92.43840683290519,4363.489062065932,One year,Bank transfer,No,Male,0,Yes,Yes,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,No internet service,0
7713,43,36.49466607581882,3042.2023752991777,One year,Credit card,No,Male,1,No,No,No,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Yes,0
7714,22,72.42340378832884,4594.34808198642,One year,Bank transfer,Yes,Female,0,Yes,No,Yes,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,0
7715,70,46.920991911439806,3719.142831251713,Two year,Mailed check,Yes,Female,0,Yes,No,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,No internet service,0
7716,2,102.91957791369154,3968.116612215981,Month-to-month,Electronic check,No,Female,0,No,No,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,No,1
7717,66,20.6592405338939,6067.160902389146,Two year,Mailed check,No,Female,1,Yes,No,No,Yes,DSL,No,No,No,No internet service,Yes,Yes,No,0
7718,32,42.31149585386668,4255.086111939526,One year,Electronic check,Yes,Male,0,Yes,No,No,No phone service,No,No,Yes,No,Yes,Yes,No,No,0
7719,16,80.5240757572182,2656.8989331620737,Month-to-month,Electronic check,Yes,Male,0,Yes,No,No,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No,1
7720,1,29.671050197384258,4693.50328550275,Two year,Credit card,Yes,Female,1,No,Yes,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,No internet service,0
7721,72,66.63122159459897,5161.956576901392,One year,Mailed check,No,Male,1,No,No,No,No,No,No,No,Yes,No internet service,No internet service,No,Yes,0
7722,48,63.62072964823697,5332.259617594982,Month-to-month,Bank transfer,Yes,Male,0,Yes,No,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Yes,0
7723,50,105.25230068217637,4984.6225427180825,Month-to-month,Electronic check,Yes,Male,0,No,No,Yes,Yes,No,No internet service,No,Yes,No,Yes,No,Yes,1
7724,13,82.53971931668133,5350.36184146812,One year,Mailed check,Yes,Male,1,No,No,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No,No internet service,0
7725,15,83.97020621591027,2549.7329909713408,Month-to-month,Credit card,Yes,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,No,0
7726,53,115.18076017891659,3624.4579133264488,Two year,Bank transfer,Yes,Male,0,No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No internet service,0
7727,44,118.2360375323375,5382.778737109346,Two year,Bank transfer,Yes,Female,1,No,Yes,No,No,DSL,No,Yes,Yes,No internet service,No,Yes,No,0
7728,8,85.33947321528386,6059.511478676701,Two year,Bank transfer,No,Male,0,Yes,No,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,Yes,No,1
7729,46,72.20014501520542,3529.7544164000064,Month-to-month,Mailed check,No,Female,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,0
7730,69,80.79200584648798,2986.129463783866,Month-to-month,Mailed check,Yes,Female,1,No,No,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Yes,0
7731,19,58.244370505416036,5755.472975865581,One year,Bank transfer,Yes,Female,0,Yes,Yes,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,0
7732,38,118.74566169600773,1855.1681206991834,One year,Credit card,Yes,Female,1,No,No,No,No,DSL,No internet service,No,Yes,No,No,No internet service,No,0
7733,11,90.50212594968588,174.98834473438862,Month-to-month,Bank transfer,No,Female,1,Yes,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,No internet service,1
7734,43,49.10067943791647,3822.2114193584985,Two year,Bank transfer,No,Male,0,No,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,No,Yes,No,0
7735,20,25.776629897206842,1469.6479231280928,Month-to-month,Credit card,No,Male,0,Yes,No,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Yes,0
7736,20,24.472192915196782,3088.4337963871026,Two year,Credit card,No,Male,1,Yes,Yes,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,Yes,0
7737,21,40.49129805265392,2400.749787080197,One year,Credit card,Yes,Female,1,Yes,Yes,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0
7738,57,43.29130542531116,6240.368919261567,Month-to-month,Bank transfer,No,Male,0,No,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,No internet service,0
7739,50,61.50454939539002,2718.1271452586593,Month-to-month,Credit card,Yes,Female,0,No,No,No,Yes,DSL,No,Yes,No,No,No internet service,No internet service,No internet service,0
7740,26,41.484601163625385,5161.338751975651,Month-to-month,Mailed check,Yes,Female,1,No,No,No,No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,0
7741,30,83.09104308617447,5423.909513134638,Two year,Credit card,Yes,Female,0,Yes,No,No,No phone service,No,No,Yes,Yes,Yes,No,No,No internet service,0
7742,31,41.125473081058175,3705.988855863607,One year,Bank transfer,Yes,Female,1,No,No,No,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,No internet service,0
7743,42,38.7876538941146,740.5156906784018,Two year,Electronic check,Yes,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,No,0
7744,68,67.12369928003699,5632.884179995706,One year,Electronic check,Yes,Female,1,Yes,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No internet service,No,0
7745,61,108.86685993238189,693.8265259354044,Two year,Mailed check,Yes,Female,1,Yes,Yes,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Yes,0
7746,61,66.83054873786341,883.7823816355457,One year,Electronic check,Yes,Male,1,Yes,Yes,Yes,No phone service,No,No,No internet service,No,Yes,No,No,No,0
7747,70,61.3848744572167,1648.3792133216218,Two year,Electronic check,No,Female,0,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,0
7748,68,77.80949074597089,2314.9688025264477,Month-to-month,Electronic check,Yes,Female,1,No,Yes,Yes,No,No,No internet service,Yes,No,No,No,No,Yes,0
7749,17,45.72136787516285,6786.968432536282,Two year,Mailed check,No,Male,0,No,No,Yes,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Yes,0
7750,19,55.343655449043446,5431.882039125528,Month-to-month,Electronic check,Yes,Male,0,Yes,No,No,No phone service,No,Yes,No,No,Yes,No,No internet service,No,0
7751,51,41.38352556671306,3158.9810284924056,Month-to-month,Bank transfer,Yes,Male,1,No,Yes,No,Yes,No,Yes,No,No,No internet service,Yes,Yes,Yes,0
7752,70,77.18099946076836,7831.156864169951,Month-to-month,Electronic check,Yes,Male,0,No,No,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,No,Yes,0
7753,63,89.73875615692154,2024.4600840368519,Two year,Credit card,Yes,Female,0,No,Yes,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No internet service,Yes,0
7754,30,87.36986409905718,4917.53366033561,Month-to-month,Electronic check,Yes,Male,1,Yes,Yes,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,0
7755,25,45.48178179647618,6792.991460729352,Two year,Electronic check,No,Male,1,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Yes,0
7756,71,97.9648205747967,6435.978365858601,One year,Bank transfer,Yes,Female,0,Yes,No,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,No internet service,0
7757,26,45.595366524993025,813.4312136684512,Two year,Mailed check,No,Male,1,Yes,No,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,No,0
7758,56,35.0311551267763,5608.466367028889,Two year,Mailed check,Yes,Male,1,No,No,No,Yes,DSL,No,No,No internet service,No,Yes,Yes,Yes,0
7759,22,54.98087486871944,2137.123668866266,Two year,Electronic check,No,Female,1,Yes,No,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No internet service,No,0
7760,19,79.7744089170883,2910.294476717187,One year,Bank transfer,No,Female,0,Yes,No,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,No internet service,0
7761,31,34.2001818804398,3963.036660258207,One year,Electronic check,No,Male,1,Yes,No,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Yes,0
7762,26,84.80871121084563,6346.926311916609,One year,Mailed check,Yes,Female,0,Yes,No,No,No,DSL,No,No,Yes,Yes,No,No internet service,Yes,0
7763,42,106.3067996253491,1412.9913970854732,Month-to-month,Mailed check,No,Female,1,No,No,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,No internet service,1
7764,41,49.31405102580705,957.5863568129721,Two year,Credit card,No,Female,0,No,No,Yes,No phone service,No,No,No,No,No,No,No,Yes,0
7765,23,65.02066161151194,1312.1858358447928,Two year,Credit card,Yes,Male,1,Yes,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No,0
7766,47,42.83104256251781,1823.9659311766668,Month-to-month,Bank transfer,Yes,Male,1,No,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Yes,0
7767,13,56.12617290703949,570.0646451071301,Month-to-month,Bank transfer,Yes,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,0
7768,66,22.19705708025074,7418.216109603612,Two year,Mailed check,No,Female,1,Yes,Yes,No,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,No internet service,0
7769,66,115.3769396212827,2620.758916001112,Month-to-month,Mailed check,Yes,Female,1,Yes,No,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,No,0
7770,16,61.58902132121951,1498.1074759447224,Month-to-month,Mailed check,Yes,Male,1,No,No,No,Yes,DSL,Yes,No internet service,No,Yes,No,No,No internet service,0
7771,28,98.88701098180803,5138.890209088355,One year,Electronic check,No,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,No,0
